text,file_name,contextual_chunk
"Nationally, U.S. News & World Report placed Carnegie Mellon in a tie with Washington University in St. Louis and the University of Michigan for 21st place among American research universities in their 2024-2025 rankings. Many of its graduate programs have been ranked in national and international surveys. In 2022, U.S. News ranked Carnegie Mellon as having 23 graduate programs in the Top 10 nationwide and 16 in the Top 5 nationwide., including three programs ranked first: Artificial Intelligence, Programming Languages, and Information and Technology Management. In particular, the CMU School of Computer Science has been consistently ranked the best in the nation, tied with MIT, Stanford, and UC Berkeley. 
Globally, Carnegie Mellon is ranked 28th by Times Higher Education and 52nd by QS World University Rankings.
Carnegie Mellon was named one of the ""New Ivies"" by Newsweek. In 2010, The Wall Street Journal ranked Carnegie Mellon 1st in computer science, 4th in finance, 10th overall, and 21st in engineering according to job recruiters. Carnegie Mellon ranks thirteenth among ""Best Colleges By Salary Potential (Bachelor's Only)"" in the United States according to PayScale's 2016–17 study. In 2024, Carnegie Mellon's Tepper School of Business placed 9th in an annual ranking of U.S. business schools by Bloomberg Businessweek.
In 2016, The Hollywood Reporter ranked the School of Drama 3rd in the world among undergraduate drama schools. In 2015, the same publication ranked the MFA program at the School of Drama 5th in the world.
Carnegie Mellon's Dietrich College of Humanities and Social Sciences was ranked 55th for social sciences and 60th for humanities in the world by Times Higher Education for 2020. Dietrich College is also ranked 20th for social sciences among Shanghai Jiao Tong University's world's top 100 universities.
Carnegie Mellon is one of 66 elected members of the Association of American Universities and one of 29 members (one of 13 American members) of the World Economic Forum Global University Leaders Forum.",Carnegie Mellon University,"Carnegie Mellon University is ranked highly in various academic categories, including computer science, business, and humanities, and is recognized for its excellence in graduate programs."
"U.S. News & World Report rates admission to Carnegie Mellon as ""most selective"". For the class of 2026 (enrolling in fall 2022), Carnegie Mellon received 34,261 applications and admitted approximately 3,873 (11%), with 1,736 enrolling. The acceptance rates of the individual colleges and programs range from Carnegie Mellon School of Architecture's 30% to Carnegie Mellon School of Drama's 3%.  The largest college, in terms of the class of 2025 enrollment, is the College of Engineering with 499 students, followed by the Dietrich College of Humanities and Social Sciences with 391, and the Mellon College of Science with 266. The smallest college is the School of Design, with 34.  The middle 50% range of SAT scores of enrolled freshmen was 720-770 for reading and writing, and 770-800 for math, while the middle 50% range of the ACT composite score was 34–35. The university is need-blind for domestic applicants. The class of 2026 enrolled students from 46 U.S. states and 42 countries. Undergraduate tuition for 2023-2024 is $62,260, and room and board is $17,468.",Carnegie Mellon University,"Carnegie Mellon University has the highest acceptance rate among U.S. colleges, with an average of 11% of applicants being admitted. The university receives over 34,000 applications annually and enrolls approximately 3,873 students, with the largest college being the College of Engineering. The SAT and ACT scores of enrolled freshmen range from 720-770 for reading and writing, and 770-800 for math, while the middle 50% of the ACT composite score is 34-35. The university is need-blind for domestic applicants and enrolls students from 46 U.S. states and 42 countries."
"CMU is classified among ""R1: Doctoral Universities – Very High Research Activity"". For the 2021 fiscal year, the university spent $402 million on research. The primary recipients of this funding were the School of Computer Science ($100.3 million), the Software Engineering Institute ($71.7 million), the College of Engineering ($48.5 million), and the Mellon College of Science ($47.7 million). The research money comes largely from federal sources, with a federal investment of $234.9 million in 2021. The federal agencies that invest the most money include the National Science Foundation and the Department of Defense, which contributed $70.5 million and $90.4 million in 2021, respectively.
The recognition of Carnegie Mellon as one of the best research facilities in the nation has a long history. As early as the 1987 federal budget, CMU was ranked as third in the amount of federal research funds received with $41.5 million, with only MIT and Johns Hopkins receiving more research funds from the Department of Defense.

The Pittsburgh Supercomputing Center (PSC) is a joint effort between Carnegie Mellon, University of Pittsburgh, and Westinghouse Electric Company. PSC was founded in 1986 by its two scientific directors, Ralph Roskies of the University of Pittsburgh and Michael Levine of Carnegie Mellon. PSC is a leading partner in the TeraGrid, the National Science Foundation's cyberinfrastructure program.
The Neuroscience Institute (NI) is a university-wide research institute that was founded in 2018

 as a successor to an earlier effort, known as Brainhub.

Combining research in computer science, engineering, machine learning, statistics, and cognitive science with basic neuroscience, NI aims to promote research that will improve the human condition. Devices developed by the institute have been designed to enable communication for locked-in patients, treatments for Parkinson's disease, improved brain imaging technology using artificial intelligence, and electrodes that work with coarse, curly hair. NI  includes over 30 faculty and 100 trainees from four colleges and oversees two PhD programs (the Program in Neural Computation and the Program in Systems Neuroscience) that have received support from the National Institutes of Health.

 Numerous philanthropic gifts help support NI research.

 NI also provides direct administrative and monetary support for the Center for Neural Basis of Cognition, a long-running collaboration with the University of Pittsburgh.

The Robotics Institute (RI) is a division of the School of Computer Science and considered to be one of the leading centers of robotics research in the world. The Field Robotics Center (FRC) has developed a number of significant robots, including Sandstorm and H1ghlander, which finished second and third in the DARPA Grand Challenge, and Boss, which won the DARPA Urban Challenge. The Robotics Institute has partnered with a spinoff company, Astrobotic Technology Inc., to land a CMU robot on the moon by 2016 in pursuit of the Google Lunar XPrize. The robot, known as Andy, is designed to explore lunar pits, which might include entrances to caves. The RI is primarily sited at Carnegie Mellon's main campus in Newell-Simon hall.

The Software Engineering Institute (SEI) is a federally funded research and development center sponsored by the U.S. Department of Defense and operated by Carnegie Mellon, with offices in Pittsburgh, Pennsylvania, USA and Arlington, Virginia. The SEI publishes books on software engineering for industry, government and military applications and practices. The organization is known for its Capability Maturity Model
(CMM) and Capability Maturity Model Integration (CMMI), which identify essential elements of effective system and software engineering processes and can be used to rate the level of an organization's capability for producing quality systems. The SEI is also the home of CERT/CC, the federally funded computer security organization. The CERT Program's primary goals are to support secure requirements and development of computer systems and ensure that appropriate technology and systems management practices are used to resist attacks on networked systems and to limit damage and ensure continuity of critical services subsequent to attacks, accidents, or failures.
The Human–Computer Interaction Institute (HCII) is a division of the School of Computer Science and is considered one of the leading centers of human–computer interaction research, integrating computer science, design, social science, and learning science. Such interdisciplinary collaboration is the hallmark of research done throughout the university.
The Language Technologies Institute (LTI) is another unit of the School of Computer Science and is famous for being one of the leading research centers in the area of language technologies. The primary research focus of the institute is on machine translation, speech recognition, speech synthesis, information retrieval, parsing and information extraction. Until 1996, the institute existed as the Center for Machine Translation that was established in 1986. From 1996 onwards, it started awarding graduate degrees and the name was changed to Language Technologies Institute.
The Ray and Stephanie Lane Computational Biology Department, one of the seven departments in the School of Computer Science, was established in 2007 (as Lane Center for Computational Biology), officially became a department within the School of Computer Science in 2009, and named the Ray and Stephanie Lane Computational Biology Department in 2023. The department is the leader in developing computational methodologies to advance biomedical research. 
Carnegie Mellon is also home to the Carnegie School of management and economics. This intellectual school grew out of the Tepper School of Business in the 1950s and 1960s and focused on the intersection of behavioralistm and management. Several management theories, most notably bounded rationality and the behavioral theory of the firm, were established by Carnegie School management scientists and economists.
Carnegie Mellon also develops cross-disciplinary and university-wide institutes and initiatives to take advantage of strengths in various colleges and departments and develop solutions in critical social and technical problems. To date, these have included the Cylab Security and Privacy Institute, the Wilton E. Scott Institute for Energy Innovation, the Neuroscience Institute, the Simon Initiative, and the Disruptive Healthcare Technology Institute.
Carnegie Mellon has made a concerted effort to attract corporate research labs, offices, and partnerships to the Pittsburgh campus. Apple Inc., Intel, Google, Microsoft, Disney, Facebook, IBM, General Motors, Bombardier Inc., Yahoo!, Uber, Tata Consultancy Services, Ansys, Boeing, Robert Bosch GmbH, and the Rand Corporation have established a presence on or near campus. In collaboration with Intel, Carnegie Mellon has pioneered research into claytronics.",Carnegie Mellon University,"Carnegie Mellon University is a highly ranked research institution with a strong focus on computer science, engineering, and neuroscience, among other fields. The university receives significant funding from federal sources and has numerous research centers and institutes dedicated to advancing knowledge in various areas."
"In addition to its Pittsburgh campus, Carnegie Mellon has a branch campus in the Middle East, Carnegie Mellon University in Qatar, which offers a full undergraduate curriculum with degree programs in computer science, business administration, biology, computational biology, and information systems. The campus is located in Doha's Education City which is home to multiple other U.S. universities all of which are funded by the Qatar Foundation. The Qatari campus has been the subject of controversy, as Islamic cultural values and laws in Qatar differ greatly from the core values of Carnegie Mellon. Additionally, Carnegie Mellon and other U.S. universities in Education City have been criticized for being essentially complicit in Qatar's corruption, connections with Hamas and their questionable human rights record by continuing to operate there.
It also has graduate-level extension campuses in Mountain View, California in the heart of Silicon Valley (offering masters programs in Software Engineering and Software Management). The Tepper School of Business maintains a satellite center in downtown Manhattan and the Heinz College maintains one in Adelaide, Australia. The Heinz College, the Institute for Politics and Strategy, and the Department of Engineering and Public Policy host centers in Washington, D.C. as part of degree programs, research, and government affairs initiatives as well as being a part of the University of California, Washington Center. Carnegie Mellon also established the Integrative Media Program at Steiner Studios in Brooklyn, New York. Carnegie Mellon also maintains the Carnegie Mellon Los Angeles Center in North Hollywood, California where students in the Master of Entertainment Industry Management program are required to relocate to Los Angeles in their second year and attend classes at this facility.
Carnegie Mellon's Information Networking Institute offers graduate programs in Athens, Greece and Kobe, Japan, in collaboration with Athens Information Technology and the Hyogo Institute of Information Education Foundation, respectively. In the fall of 2007, the cities of Aveiro and Lisbon, Portugal were added to the Information Networking Institute's remote locations. The  Software and Societal Systems Department (S3D) offers graduate programs in Coimbra, Portugal. The Entertainment Technology Center offers graduate programs in Portugal, Japan, and Singapore. The Human–Computer Interaction Institute offers a master's degree in conjunction with the University of Madeira, in Portugal at the jointly founded Madeira Interactive Technologies Institute. The College of Engineering has an international location in Kigali, Rwanda offering the Master of Science in Information Technology and the Master of Science in Electrical and Computer Engineering.",Carnegie Mellon University,"Carnegie Mellon University in Qatar offers undergraduate and graduate programs across various disciplines, including computer science, business administration, and engineering, while also hosting satellite campuses in other locations."
"The campus of Carnegie Mellon in Pittsburgh has served as the locale for many motion pictures. Alumnus George A. Romero filmed Creepshow (1982) in and around Margaret Morrison Carnegie Hall. Much of the on-campus scenes in the 2000 film Wonder Boys, starring Michael Douglas and Tobey Maguire, were filmed in Carnegie Mellon's campus. Other movies filmed at Carnegie Mellon include The Mothman Prophecies, Dogma, Lorenzo's Oil, Hoffa, The Dark Knight Rises, Where'd You Go, Bernadette, and Flashdance. The university is also featured prominently in the films Smart People, Monkey Shines, and in the anime Summer Wars.
The musical Pippin was originally conceived by Stephen Schwartz as a student musical performed by the Scotch'n'Soda student theatre troupe. Schwartz also collaborated with drama student John-Michael Tebelak to expand his master's thesis project titled Godspell, created under the direction of Lawrence Carra, into a musical.
While enrolled at Carnegie Mellon, acting students Michael McKean and David Lander (class of 1969) created the characters ""Lenny and Squiggy"". The pair continued performing the characters in live comedy routines before joining the cast of the TV series Laverne & Shirley.
In 2008, Carnegie Mellon professor Randy Pausch's ""Last Lecture"" became a pop culture phenomenon. Based on a lecture he gave in September 2007 – shortly after he learned his cancer had metastasized – his book quickly rose to the top of bestseller lists around the country. Named in Time magazine's Time 100 list of influential people, he died in July 2008 from pancreatic cancer.
In 2003, Carnegie Mellon established the Robot Hall of Fame in partnership with the Carnegie Science Center.
The 68th Tony Awards in 2014 announced Carnegie Mellon as its first educational partner in jointly awarding the ""Tony Honor for Excellence in Theatre Education"", which will ""honor kindergarten through high school (K-12) theatre educators"".",Carnegie Mellon University,"Carnegie Mellon University has been featured in numerous motion pictures, including Creepshow, Wonder Boys, and The Dark Knight Rises, among others."
"The Libraries of Carnegie Mellon include Hunt Library, the Roger Sorrells Engineering & Science Library, the Mellon Institute Library, the Posner Center, and the Qatar Library. Additionally, the Libraries' Million Book Project (2001–) sparked development of the Universal Digital Library. The university libraries host a number of full text special collections for public access, including the Andrew Carnegie Collection, Herbert A. Simon Collection, Allen Newell Collection, the H. John Heinz III Collection, the Pittsburgh Jewish Newspapers Project, and the Posner Memorial Collection. Carnegie Mellon students and faculty have access to the Carnegie Library of Pittsburgh and some University of Pittsburgh libraries through consortial agreements with those institutions. The Hunt Institute for Botanical Documentation (HIBD), dedicated as the Rachel McMasters Miller Hunt Botanical Library in 1961, has been a research division of CMU since its founding. The HIBD is an international bibliographical research and service in the fields of botany, horticulture, and the history of the plant sciences and has a significant research library and art holdings on the 5th floor of Hunt Library. The university's Software Engineering Institute also houses a research library.
Carnegie Mellon also manages the Naval Reserve Officer Training Corps in Pittsburgh on which students throughout Pittsburgh's universities rely. Carnegie Mellon partners with the University of Pittsburgh to provide opportunities in Army Reserve Officers' Training Corps and Air Force Reserve Officer Training Corps to its students.
Carnegie Mellon is accredited by the Middle States Commission on Higher Education.",Carnegie Mellon University,"Carnegie Mellon University's Libraries include several specialized collections and research divisions, such as the Hunt Library, Roger Sorrells Engineering & Science Library, Mellon Institute Library, Posner Center, and Qatar Library, among others."
"Carnegie Mellon neighbors the campus of the University of Pittsburgh, and in some cases, buildings of the two universities are intermingled. This helps to facilitate myriad academic and research collaborations between the two schools, including such projects as the Pittsburgh Supercomputing Center, the Pittsburgh Life Sciences Greenhouse, the Immune Modeling Center, the Center for the Neural Basis of Cognition, the University of Pittsburgh Cancer Institute, as well as the National Science Foundation-supported Pittsburgh Science of Learning Center. Further, the universities also offer multiple dual and joint degree programs such as the Medical Scientist Training Program, the Molecular Biophysics and Structural Biology Graduate Program, the Joint CMU-Pitt Ph.D. Program in Computational Biology, the Center for Neural Basis of Cognition, and the Law and Business Administration program. Some professors hold joint professorships between the two schools, and students at each university may take classes at the other (with appropriate approvals). CMU students and faculty also have access to the University of Pittsburgh library system, as well as the Carnegie Library of Pittsburgh. The two universities also co-host academic conferences, such as the 2012 Second Language Research Forum. In 2015, in conjunction with the University of Pittsburgh and UPMC, Carnegie Mellon became a partner of the Pittsburgh Health Data Alliance to leverage data analysis in health care.",Carnegie Mellon University,"Carnegie Mellon University and the University of Pittsburgh collaborate on numerous academic and research projects, offering dual and joint degree programs, and sharing resources like libraries and co-hosting academic conferences."
"Electron diffraction – Clinton Davisson won the 1937 Nobel Prize in Physics for his discovery of electron diffraction in the famous Davisson–Germer experiment, which confirmed the de Broglie hypothesis that particles of matter have a wave-like nature, which is a central tenet of quantum mechanics. In particular, their observation of diffraction allowed the first measurement of a wavelength for electrons.
Kevlar – Developed by Stephanie Kwolek at DuPont in 1965, the high-strength material was first used commercially in the early 1970s as a replacement for steel in racing tires. Kevlar has many applications, ranging from bicycle tires and racing sails to bulletproof vests, all due to its high tensile strength-to-weight ratio; by this measure, it is five times stronger than steel.
Spectroscopy – John L. Hall won the 2005 Nobel Prize in Physics with Theodor W. Hänsch and Roy J. Glauber for his pioneering work on laser-based precision spectroscopy and the optical frequency comb technique.
Neutron scattering – Clifford G. Shull was awarded the 1994 Nobel Prize in Physics with Canadian Bertram Brockhouse for their pioneering work in neutron scattering, a technique that reveals where atoms are within a material like ricocheting bullets reveal where obstacles are in the dark.",Carnegie Mellon University,"Electron diffraction, Kevlar, spectroscopy, and neutron scattering are all Nobel Prize-winning discoveries in physics."
"Alice (software) – freeware (for non-commercial purposes) object-based educational programming language with an integrated development environment (IDE).
Andrew Project – distributed computing environment developed at Carnegie Mellon beginning in 1982. It was an ambitious project for its time and resulted in an unprecedentedly vast and accessible university computing infrastructure. The goal was to have connected 3M computer workstations.
Artificial intelligence – Several of the first AI software programs were created at Carnegie Mellon. These include the Logic Theorist, General Problem Solver, and Soar.
Autonomous vehicle – Navlab, the first autonomous car program was developed by Carnegie Mellon. Since then, H1ghlander and Sandstorm autonomous vehicles were developed at Carnegie Mellon and placed 3rd and 2nd in the DARPA Grand Challenge and Carnegie Mellon's Boss won the DARPA Grand Challenge (2007). The university continues to be a leader in autonomous research and development.
Dynamic random-access memory – In 1966, Robert H. Dennard invented the one-transistor memory cell consisting of a transistor and a capacitor for which a patent was issued in 1968. It became the basis for today's dynamic random-access memory (DRAM).
MEMS – Harvey C. Nathanson invented the first MEMS (micro-electro-mechanical systems) device of the type now found in products ranging from iPhones to automobiles. Typical MEMS devices include the accelerometers found in smartphones and video game controllers, and the gyroscopes used in automobiles and wearables.
Xerox PARC – Founded in 1969 by George Pake and Jack Goldman, Xerox PARC has been at the heart of numerous revolutionary computer developments as laser printing, Ethernet, the modern personal computer, graphical user interface (GUI) and desktop paradigm, object-oriented programming, ubiquitous computing, electronic paper, amorphous silicon (a-Si) applications, the computer mouse, and advancing very-large-scale integration (VLSI) for semiconductors.
BLISS – system programming language developed at Carnegie Mellon by W. A. Wulf, D. B. Russell, and A. N. Habermann around 1970. It was perhaps the best known systems programming language until C made its debut in 1972.
Emoticon – The first true emoticon was developed at Carnegie Mellon by Scott Fahlman in 1982.
Hashtag – In a 2007 tweet, Chris Messina proposed vertical/associational grouping of messages, trends, and events on Twitter by the means of hashtags.
Java – class-based object oriented programming language that was originally developed by James Gosling at Sun Microsystems (which has since been acquired by Oracle) and released in 1995 as a core component of Sun Microsystems' Java platform.
Mach (kernel) – Richard Rashid and Avie Tevanian developed Mach at Carnegie Mellon from 1985 to 1994, ending with Mach 3.0, which is a true microkernel. Mach was developed as a replacement for the kernel in the BSD version of Unix, so no new operating system would have to be designed around it. Experimental research on Mach appears to have ended, although Mach and its derivatives exist within a number of commercial operating systems.  These include NeXTSTEP and OPENSTEP, upon which macOS and iOS are based.
Wi-Fi network – Alex Hills created the first wi-fi network using a local area network (LAN) on the Carnegie Mellon campus in 1993.",Carnegie Mellon University,"A brief summary of the document is: The document covers various technological advancements and innovations at Carnegie Mellon University, including software development, artificial intelligence, autonomous vehicles, memory technology, MEMS, Xerox PARC, BLISS, emoticons, hashtags, Java, Mach kernel, Wi-Fi networks, and more."
"The Swartz Center for Entrepreneurship acts as Carnegie Mellon's startup accelerator. Jim Swartz, co-founder of Accel Partners, pledged $31 Million to establish a hub for university wide entrepreneurial activities. His gift is the fifth largest Carnegie Mellon has received. In 2016, the center opened providing a business incubator and makerspace. The center employs Entrepreneurs-in-Residence who mentor founders of early stage companies consisting of students, faculty, and alumni. Startups work on their ideas throughout the year culminating at an annual Demo Day where they showcase their company to the public.
Carnegie Mellon's alumni, faculty, and staff have founded many notable companies, some of which are shown below.

Activision Blizzard, 1979 (as Activision), founding CEO Jim Levy (B.S., M.S.).
Adobe Systems, 1982, co-founder Charles Geschke (Ph.D.).
Sun Microsystems, 1982, co-founders Vinod Khosla (M.S.) and Andy Bechtolsheim (M.S.).
Accel Partners, 1983, co-founder Jim Swartz (M.S.).
NeXT, 1985, co-founding VP Engineering Avie Tevanian (M.S., Ph.D.).
Transarc, 1989, co-founders Alfred Spector (Professor), Jeffrey Eppinger (B.S., M.S., Ph.D.), Mike Kazar (Ph.D.), Dean Thompson (B.S.).
FORE Systems, 1990, co-founders Francois Bitz (B.S., M.S.), Onat Menzilcioglu (M.S., Ph.D.), Robert Sansum (Ph.D.) and Eric C. Cooper (Professor).
Microsoft Research, 1991, founder Richard Rashid (Professor)
IDEO, 1991, founder David M. Kelley (B.S.).
Appaloosa Management, 1993, founder David Tepper (M.B.A).
Red Hat, 1993, co-founder Marc Ewing (B.S.).
Cognizant, 1994, co-founder Francisco D'Souza (M.B.A).
Juniper Networks, 1996, founder Pradeep Sindhu (Ph.D.).
Symphony Technology Group, 2002, founder Romesh Wadhwani (Ph.D.).
Astrobotic Technology, 2007, founder Red Whittaker (M.S., Ph.D., Professor).
Google X, 2010, co-founders Sebastian Thrun (Professor), Yoky Matsuoka (Professor), and Astro Teller (Ph.D.).
Nest, 2010, co-founder Matt Rogers (B.S., M.S.).
Duolingo, 2011, founders Luis von Ahn (Ph.D., Professor) & Severin Hacker (Ph.D.).
Coursera, 2012, founder Andrew Ng (B.S.).
Defense Innovation Unit, 2015, founder Maynard Holliday (B.S.)
Argo AI, 2016, co-founder Peter Rander (M.S., Ph.D.).
Nuro, 2016, co-founder Dave Ferguson (M.S., Ph.D.).
Aurora Innovation, 2017, co-founder Chris Urmson (Ph.D.).",Carnegie Mellon University,"The Swartz Center for Entrepreneurship at Carnegie Mellon University provides a startup accelerator and incubator, with alumni, faculty, and staff founding numerous notable companies."
"In the early days of Carnegie Tech, there was a single bridge connecting Margaret Morrison Women's College with the Carnegie Institute of Technology. The bridge was a meeting place for students. In 1916, the bridge was taken down and the university filled in the area. The administration built a wooden fence as a new meeting place. The students did not understand why anyone would want to meet at a fence. The administration was about to give up and tear it down, but that night a fraternity, as a prank, painted the entire fence advertising a fraternity party. Ever since, painting the Fence has been a Carnegie Mellon tradition. The Fence at Carnegie Mellon lies at the center of campus, in the area known as ""the Cut"". Students guard the fence 24 hours a day, and, as long as two vigils are maintained, no other student may ""take"" the fence. The fence can then be painted by the group that has it, but only between midnight and 6 am. Only hand brushes may be used; the use of spray paint or paint rollers is considered vandalism and results in a fine. The previous paint cannot be stripped, and each new painting adds a new layer. The original wooden fence finally collapsed in the 1990s due to the weight from over 1' of surrounding paint, and was immediately replaced with an identical one manufactured from concrete. Today the fence is considered ""the world's most painted object"" by the Guinness Book of World Records.",Carnegie Mellon University,"The Carnegie Mellon University's ""Fence"" is a tradition where students paint it every night between midnight and 6 am, adding a new layer of paint each time."
"The Greek tradition at Carnegie Mellon began over 100 years ago with the founding of the first fraternity on campus, Theta Xi, in 1912. The Panhellenic sorority community was founded in 1945, by Chi Omega, Delta Delta Delta, Delta Gamma, Kappa Alpha Theta, and Kappa Kappa Gamma. The Chi Omega chapter at Carnegie Mellon transformed into an independent sorority, Zeta Psi Sigma, and has since become Alpha Chi Omega. The Alpha Phi chapter was created in April 2013. There are two Asian American interest sororities – Alpha Kappa Delta Phi and Kappa Phi Lambda –, and one Asian American interest fraternity – Lambda Phi Epsilon.
Carnegie Mellon has eleven active fraternities: Alpha Epsilon Pi, Alpha Phi Alpha, Alpha Sigma Phi, Delta Tau Delta, Lambda Phi Epsilon, Phi Delta Theta, Pi Kappa Alpha, Sigma Alpha Epsilon, Sigma Chi, Sigma Nu, and Sigma Phi Epsilon.
In addition to participating in campus traditions such as Buggy and Booth, the fraternities and sororities hold an annual fundraiser called Greek Sing, one of the largest Greek events of the year. Every two years, the organizations vote on a cause to support and raise money through ticket sales, ad sales, corporate sponsorships and donations. Each organization performs a 13-minute-long original show or a rendition of a popular show. In spring 2010, Greek Sing raised over $42,000 for St. Jude Children's Research.",Carnegie Mellon University,"Carnegie Mellon University's Greek system includes 11 fraternities and 2 sororities, with the annual Greek Sing fundraiser being one of the largest events of the year."
"In 2022, Welch House began to host the specialized Queer community, a living community suited to the needs of non-binary students by allowing students to ""live in the same room with any other student inclusive of sex assigned at birth, gender identity, gender expression, and/or sexual orientation"". Welch House consists of semi-suite singles and doubles. In addition, Stever House hosts an all-gender floor for students who would prefer a traditional double.
Spirit House is a residential community for upperclassmen designated for members of the SPIRIT student organization, a Black Student Union that serves as a haven for Black students within the Carnegie Mellon community and champions issues facing the Black community.",Carnegie Mellon University,"Welch House and Spirit House are two residential communities at Carnegie Mellon University, each catering to specific student needs and communities."
"On November 28, 1926, the 6–2 Carnegie Technical Institute football team shut out the undefeated Notre Dame Fighting Irish 19–0 at Forbes Field. Knute Rockne, the coach of the Irish at the time, was so confident that the Irish would defeat ""tiny Carnegie Tech"" that he decided to skip the game and travel to Chicago to watch the Army-Navy football game for scouting purposes. It was only later that he found out by telegram that the Irish had suffered their first loss of the season. ESPN compared the upset to the Appalachian State victory over the University of Michigan in 2007. The game was ranked the fourth-greatest upset in college football history by ESPN.
Since 2014, the Tartans play in the Presidents' Athletic Conference at the NCAA Division III level. The head coach of the football team is Ryan Larsen, who is currently the defending Presidents' Athletic Conference coach of the year.  Prior to losing in the Sweet 16 of this year's D3 playoffs, the Tartans held a 17-game win streak which was, at the time, the longest win streak across all NCAA divisions in football.",Carnegie Mellon University,"The 1926 Carnegie Tech football team upset the undefeated Notre Dame Fighting Irish 19-0, considered one of the greatest upsets in college football history."
"In recent years, the varsity track and cross country programs have seen outstanding success on the Division III national level. The men's cross country team has finished in the top 15 in the nation each of the last three years, and has boasted several individual All-Americans. The men's track team has also boasted several individual All-Americans spanning sprinting, distance, and field disciplines. Recent All-Americans from the track team are Bram Miller (2021), Tommy Vandenberg (2014–2015), Brian Harvey (2007–2009), Davey Quinn (2007), Nik Bonaddio (2004, 2005), Mark Davis (2004, 2005), Russel Verbofsky (2004, 2005) and Kiley Williams. Carolyn Lowe (10,000 meters 1992) is the only track athlete to win an NCAA Division III championship.",Carnegie Mellon University,"Varsity track and cross country programs have achieved significant success in the Division III national level, with multiple individual All-Americans and a track athlete who won an NCAA championship."
"With much of the team's support, Lauren Schmidt received the NCAA Pennsylvania Woman of the Year award (2003), was a two-time All-American (2001 and 2002), a four-time All-University Athletic Association selection (1999–2002), and the conference's Player of the Year (2001).",Carnegie Mellon University,"Lauren Schmidt received multiple prestigious awards including NCAA Pennsylvania Woman of the Year, All-American, and conference Player of the Year."
"Students can participate in any level of competition across multiple sports including wiffle ball, dodgeball, basketball, flag football, ultimate frisbee and many more.",Carnegie Mellon University,Students can compete in various sports at different levels.
"There are more than 117,000 Carnegie Mellon alumni worldwide with the graduating class of 2022. Alumni and current/former faculty include 21 Nobel laureates, six members of the National Academy of Medicine, 22 members of the National Academy of Sciences, 72 members of the National Academy of Engineering, two MacArthur Fellows, 24 Guggenheim Fellows, seven Packard fellows, 142 Emmy Award recipients (including ten time recipient Steven Bochco), 12 Academy Award recipients, 52 Tony Award recipients, two winners of the Stockholm Prize in Criminology, and 13 Turing Award recipients.
Alumni in the fine arts include artists Andy Warhol, Cote de Pablo, Philip Pearlstein, John Currin, Shalom Neuman, Jonathan Borofsky and Burton Morris; authors John-Michael Tebelak and Kurt Vonnegut; Screenwriter Michael Goldenberg; television series creator, Steven Bochco, actors René Auberjonois, Katy Mixon, Holly Hunter, Matt Bomer, and Zachary Quinto, children's author E.L. Konigsberg, David Edward Byrd, Broadway actress Amanda Jane Cooper, Rock and Broadway Theater Poster Artist and graphic designer; Indian film actor Sushma Seth, Boston Pops conductor Keith Lockhart, mountaineer and author Aron Ralston, and architects Mao Yisheng and W.B. (Walter Booser) ""Chip"" Detweiler.
Alumni in the sciences include Charles Geschke, co-founder and chairman of Adobe Systems; Stephanie Kwolek, inventor of Kevlar; James Gosling, creator of the Java programming language, Andy Bechtolsheim, co-founder of Sun Microsystems; David Kelley, co-founder of IDEO; George Pake, founder of Xerox PARC; Marc Ewing, co-founder of Red Hat; Jim Levy, founding CEO of Activision; billionaire hedge fund investor and owner of the Carolina Panthers of the National Football League David Tepper; Scott Fahlman, creator of the emoticon; Chris Messina, creator of the hashtag; tech executive and entrepreneur Kai-Fu Lee; and astronauts Edgar Mitchell (Apollo 14) and Judith Resnik, who perished in the Space Shuttle Challenger disaster. John Forbes Nash, a 1948 graduate and winner of the 1994 Nobel Memorial Prize in Economics, was the subject of the book and subsequent film A Beautiful Mind. Alan Perlis, a 1943 graduate, was a pioneer in programming languages and recipient of the first Turing Award.
Alumni in politics include U.S. Representatives Susie Lee and Sydney Kamlager-Dove, Puerto Rican politician Carmen Yulín Cruz, Federal Reserve Bank of Chicago President Charles L. Evans, Allegheny County Executive Rich Fitzgerald, and former General Motors CEO and Secretary of Defense, Charles Erwin Wilson.",Carnegie Mellon University,"The document lists over 117,000 Carnegie Mellon alumni, including Nobel laureates, Academy members, and prominent figures in various fields such as arts, sciences, technology, and politics."
