text,contextual_chunk
"{'date': 'Jan 27, 2024 | 8:00 pm - 11:00 pm', 'description': 'Parker Amsel & Nancy Xu will be joining us from Cleveland teaching two intermediate workshops and a beginner workshop', 'category': 'Arts + Culture,, Nightlife,, Workshops & Classes', 'venue': 'CrossBody Dance & Movement 422 Wood Street Pittsburgh, PA 15222', 'more_details': ""Save the date! Join us on Saturday, January 27 for a Day of Zouk. Parker Amsel & Nancy Xu will be joining us from Cleveland teaching two intermediate workshops and a beginner workshop (details coming soon)! Practice your new skills at the social immediately following. New to Zouk or an experienced dancer - all are welcome! $40 for a full pass (price incudes social) $20 for a 'beginner bundle' - 1 beginner workshop plus the social $15 per individual workshop $10 social only"", 'event_name': 'Day of Zouk'}",Day of Zouk: Intermediate and Beginner Workshops with Parker Amsel & Nancy Xu in Pittsburgh.
"{'date': 'Jan 27, 2024 | 8:00 pm - 9:30 pm', 'description': 'Coulda been an astronaut if not for never getting the chance to go to space camp? Woulda married a celebrity if not for spilling a drink on their mother? Shoulda worked for Richard Branson on his private island if not for having webbed feet?', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'In their brand-new format, Well Known Strangers will take inspiration from an audience interview based on a big Coulda, Woulda, Shoulda from their life and weave the information into a hilarious mockumentary-style show. You’ll see a world where that “coulda, woulda, shoulda” came true and how it affected the characters in that alternate version of reality. Veteran improv team Well Known Strangers have been performing long-form improv for over a decade. They are excited to make an audience member more “well known” for this one-night-only show!', 'event_name': 'Well Known Strangers: Woulda Coulda Shoulda'}",A night of improv comedy inspired by a hypothetical life scenario.
"{'date': 'Jan 27, 2024 | 9:00 pm - 10:30 pm', 'description': 'This Month: Copyright Calamity with Mickey & Minnie Mouse', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'A live Dungeons & Dragons-inspired comedy show “Best Nerd Fantasy Come to Life” by Pittsburgh Magazine “A neo-geek wet dream” Ð Pittsburgh City Paper Finally after 95 years, Mickey and Minnie Mouse are in the public domain. So they’re joining the Knights of the Arcade for a quest! God have mercy on their rodent souls. Featuring hilarious Pittsburgh comedy performers Tyler Ray Kendrick at Mickey and Missy Moreno as Minnie! As Disney’s lawyers finally give it a rest, we’re seizing the moment to bring none other than Mickey and Minnie Mouse into our realm of chaos and comedy. Join us for an evening where these iconic characters navigate the unpredictable world of Dungeons & Dragons with a comedic twist only the Knights can provide. Will Mickey roll a critical fail? Can Minnie outwit an orc? There’s only one way to find out! This show is not just a celebration of classic characters meeting modern mischief but also a cheeky nod to the freedom of artistic expression. So, come along and witness a historic crossover that decades of corporate lawyers couldn’t stop! A comedy quest awaits! Knights of the Arcade is an award-winning comedy show that takes audiences on a wild, madcap adventure every month. A recurring cast of characters (a dwarf, a monk, a rogue, a sorcerer and a fighter) are joined by special guests and led by their maniacal dungeon master. Where theyÕre going, who they fight, and if they ultimately succeed is decided upon live dice that are rolled and projected on the theater wall.', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}",Knights of the Arcade: Epic D&D Adventure celebrates Mickey and Minnie Mouse's return to the public domain with a live Dungeons & Dragons-inspired comedy show featuring Pittsburgh comedy performers.
"{'date': 'Feb 24, 2024 | 9:00 pm - 10:30 pm', 'description': '', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}","Knights of the Arcade: Epic D&D Adventure at Arcade Comedy Theater on February 24, 2024."
"{'date': 'Mar 30, 2024 | 9:00 pm - 10:30 pm', 'description': '', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}",A Dungeons & Dragons themed comedy show at the Arcade Comedy Theater.
"{'date': 'Apr 27, 2024 | 9:00 pm - 10:30 pm', 'description': 'A comedy quest awaits! Knights of the Arcade is an award-winning comedy show that takes audiences on a wild, madcap adventure every month.', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'A recurring cast of characters (a dwarf, a monk, a rogue, a sorcerer and a fighter) are joined by special guests and led by their maniacal dungeon master. Where theyâ€™re going, who they fight, and if they ultimately succeed is decided upon live dice that are rolled and projected on the theater wall.', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}","Knights of the Arcade is a monthly comedy show featuring a recurring cast of characters in Dungeons & Dragons, with live dice rolls determining the outcome."
"{'date': 'Jun 29, 2024 | 9:00 pm - 10:30 pm', 'description': 'A live Dungeons & Dragons-inspired comedy show', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '“Best Nerd Fantasy Come to Life” by Pittsburgh Magazine “A neo-geek wet dream” – Pittsburgh City Paper A comedy quest awaits! Knights of the Arcade is an award-winning comedy show that takes audiences on a wild, madcap adventure every month. A recurring cast of characters (a dwarf, a monk, a rogue, a sorcerer and a fighter) are joined by special guests and led by their maniacal dungeon master. Where they’re going, who they fight, and if they ultimately succeed is decided upon live dice that are rolled and projected on the theater wall.', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}",Knights of the Arcade: An epic Dungeons & Dragons-inspired comedy show.
"{'date': 'Aug 31, 2024 | 9:00 pm - 10:30 pm', 'description': 'A live Dungeons & Dragons-inspired comedy show!', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '“Best Nerd Fantasy Come to Life” by Pittsburgh Magazine “A neo-geek wet dream” – Pittsburgh City Paper A comedy quest awaits! Knights of the Arcade is an award-winning comedy show that takes audiences on a wild, madcap adventure every month. A recurring cast of characters (a dwarf, a monk, a rogue, a sorcerer and a fighter) are joined by special guests and led by their maniacal dungeon master. Where they’re going, who they fight, and if they ultimately succeed is decided upon live dice that are rolled and projected on the theater wall. Runtime: 75 minutes', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}",Knights of the Arcade: An epic Dungeons & Dragons-inspired comedy show at the Arcade Comedy Theater.
"{'date': 'Oct 26, 2024 | 9:00 pm - 11:00 pm', 'description': 'Join Knights of the Arcade on Saturday, August 31, at 9 PM for another hilarious D&D comedy adventure! One of Pittsburgh’s longest running and best-selling comedy shows! A recurring cast of characters are joined by special guests and led by their maniacal dungeon master. Where they’re going, who they fight, and if they ultimately succeed is decided upon live dice that are rolled and projected on the theater wall.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Knights of the Arcade: Epic D&D Adventure'}","Knights of the Arcade hosts an epic D&D comedy adventure at the Arcade Comedy Theater on Saturday, August 31, 2024."
"{'date': 'Jan 27, 2024 | 1:00 pm - 3:00 pm', 'description': 'Join either Director, Patrick Moore, or Chief Curator, Aaron Levi Garvey, for a tour of the exhibition, Unseen: Permanent Collection Works, featuring more than 60 works that have never been displayed since they entered the museum’s collection.', 'category': 'Arts + Culture,, Tours', 'venue': 'Andy Warhol Museum 117 Sandusky St Pittsburgh, PA 15212', 'more_details': 'The works represent riffs on or experiments with well-known Warhol images as well as previously unshown examples of larger series depicting images that were of importance to Warhol. The fact that these works have never been shown reflects the enormity of the museum’s collection and the complexity of Warhol’s legacy.', 'event_name': 'Curator Tours of Unseen: Permanent Collection Works'}","Curator tours of ""Unseen: Permanent Collection Works"" featuring rarely displayed Warhol artworks."
"{'date': 'Jan 27, 2024 - Jan 28, 2024', 'description': 'A Performance That Truly Matters – Shen Yun is not just an ordinary show, but an unforgettable journey—a masterpiece that has left millions around the world uplifted and enlightened.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': 'Shen Yun showcases classic stories of love, faith, and courage, told with cutting-edge backdrops, exquisite costumes, and a live orchestra. Let Shen Yun take you on a journey to rediscover beauty, wisdom, and hope. ""This show stayed in my mind for six years... It\'s just magical, it\'s spiritual, it\'s uplifting, it\'s endearing.” — Kalpana Pandit, actress “I’m forever changed. I am literally vibrating in my soul, and my heart is just pouring, full of love, and it is just incredible. It’s heaven.” —Joanne Tokessy, drummer', 'event_name': 'Shen Yun'}","Shen Yun, a performance showcasing classic stories of love, faith, and courage, is described as an unforgettable journey that uplifts and enlightens audiences worldwide."
"{'date': 'Jan 27, 2024 | 7:00 pm - 9:00 pm', 'description': 'Established in 1993,with a dream of creating the best show in the world using Taiko drums (Japanese drums),the instrument which has a very rare and unique variety of sound expressions.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'PNC Theater 350 Forbes Avenue Pittsburgh, PA 15222', 'more_details': 'DRUM TAO set their base at Oita, Japan and started creating their own music, stage set-ups, and costumes to produce their one and only world of entertainment. Many talented artists and staffs gathered to join this creation from all over the world and this is why DRUM TAO can make the peerless and the most modern “JAPANESE ENTERTAINMENT” .', 'event_name': 'DRUM TAO 30th Anniversary'}",DRUM TAO celebrates its 30th anniversary with a special event at PNC Theater.
"{'date': 'Jan 27, 2024 | 7:00 pm - 10:00 pm', 'description': '', 'category': 'Sports + Recreation', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Penguins vs. Canadiens'}","Penguins vs. Canadiens hockey game scheduled for January 27, 2024 at PPG Paints Arena in Pittsburgh, PA."
"{'date': 'Feb 22, 2024 | 7:00 pm - 10:00 pm', 'description': '', 'category': 'Sports + Recreation', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Penguins vs. Canadiens'}","Penguins vs. Canadiens hockey game scheduled for February 22, 2024 at PPG Paints Arena in Pittsburgh."
"{'date': 'Jan 27, 2024 | 7:00 pm - 11:00 pm', 'description': '', 'category': 'Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Zoso - The Ultimate Led Zeppelin Experience'}","Zoso - The Ultimate Led Zeppelin Experience is an event taking place at Stage AE 400 N Shore Dr Pittsburgh, PA 15222 from Jan 27, 2024, 7:00 pm to 11:00 pm."
"{'date': 'Jan 27, 2024 - Jan 28, 2024', 'description': ""THIS IS IT! Cavanaugh's 2 Day Wedding Show • Pgh's Largest, MUST SEE Wedding Show"", 'category': 'Convention', 'venue': 'Wyndham Grand Pittsburgh Downtown 600 Commonwealth Pl Pittsburgh, PA 15222', 'more_details': 'Doors Open: Saturday, Jan. 27 - 11 am - 3 pm Open: Sunday, Jan. 28- 10 am - 3 pm This is THE MUST SEE, LARGEST & MOST ELEGANT BRIDAL SHOW IN PITTSBURGH! NO OTHER SHOW COMPARES!! TWO FULL DAYS-CHOOSE THE DAY THAT\'S BEST FOR YOU! TICKETS ARE GOOD EITHER DAY! All Weddings Welcome! BUY LOCAL!! SEVEN! BRIDAL SHOPS! ALL IN ONE PLACE! Unique, Fresh New Ideas – Even if You Already Have Some Wedding Plans, We Have SOOOO Much More! Don’t Forget Showers, Rehearsal Dinners & Those Extra Special Details You May Not Have Thought Of!! • 2 Days to Allow Leisurely Browsing! • Spacious Aisles for Great Traffic Flow! We think a fair questions is who is gonna be there? From Boutique to Bargain, Unique to Fun - We have it all! Over 100 of Pittsburgh\'s Best Wedding Vendors--Save time & compare!! You could miss out on exactly what you want if you don\'t come check out our exclusive list of pros. Many have 4-5 star ratings from Wedding Wire or The Knot. or a full list of vendors & more info visit www.LoveStartsHere.com (Vendors/Specials/Samples/Giveaways Updated as Show gets Closer) All subject to change without notice. WOW! Have You Seen the View from the Wyndham Grand - IT\'S AMAZING - DAY OR NIGHT!! Come check it out!! From The Point to Acrisure Stadium, to Mount Washington, the Three Rivers, Northside & More!! Tickets will be $12 at the door-cash only please. Questions? Contact us at sales@brideshow.com or 412-206-0096 THANKS FOR SUPPORTING AND SHOPPING LOCAL! We are the Cavanaugh\'s - A Local Family Owned Company that has been Putting on Wedding Shows for 30+ Years in the Greater Pittsburgh Area!! Say Hi to Dan, Donna & Joe at the Show!! P.S. Donna is 5\' 8"" tall, so that should give you some idea of how tall Dan (6\' 8"") & Joe are!!', 'event_name': 'Cavanaughs Wedding Show'}","Cavanaugh's 2 Day Wedding Show is Pittsburgh's largest and most elegant bridal show, featuring over 100 vendors and exclusive vendors with high ratings from Wedding Wire or The Knot."
"{'date': 'Jan 26, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the computer controlled vinyl cutter in Fab Lab Carnegie Science Center.', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the vinyl cutter during Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop.', 'event_name': 'Vinyl Cutting 101'}",Vinyl cutting workshop for ages 8 and up at Carnegie Science Center.
"{'date': 'Apr 5, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the computer controlled vinyl cutter in Fab Lab Carnegie Science Center.', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the vinyl cutter during Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop. Please note: Tickets are being sold up to four weeks in advance.', 'event_name': 'Vinyl Cutting 101'}","Vinyl Cutting 101 is an introductory class offered at Fab Lab Carnegie Science Center, teaching how to use a computer-controlled vinyl cutter."
"{'date': 'Jan 26, 2024 | 7:00 pm - 8:30 pm', 'description': 'Prepare for a night of non-stop laughter as we bring you an unparalleled comedy experience featuring 10 of the funniest comedians in the game!', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Hosted by the tall and hilariously witty Learnmore Jonasi, as seen on Comedy Central and winner of the Boston Comedy Festival competition, this rapid-fire comedy show guarantees an unforgettable evening of humor and entertainment. Featuring 1. Kimberly Bennett 2. Matty Malloy 3. Georgia Warnder 4. Asher O’Briant 5. Zivan Vasquez 6. Trevor Austin 7. Dave Stewart 8. Jesse Feng 9. Chuck Lewis 10. Jeff Fieldhouse Get ready for a rollercoaster of laughter, where each comedian gets just 5 minutes to showcase their comedic prowess. It’s an evening designed for comedy lovers who crave variety and appreciate the artistry of humor. Whether you’re a long-time fan of stand-up or a first-time comedy-goer, this show promises to leave you with sore cheeks and a heart full of laughter. Mark your calendars and gather your friends for a night of pure comedic bliss! Don’t miss the chance to witness the best in the business doing what they do best—making you laugh until it hurts.', 'event_name': 'Strictly 10 Comics'}","A comedy show featuring 10 of the funniest comedians in the game, hosted by Learnmore Jonasi, guaranteed to leave attendees with sore cheeks and a heart full of laughter."
"{'date': 'Jan 26, 2024 | 9:00 pm - 10:30 pm', 'description': 'Get ready for an unforgettable night at City Paper’s Best Theater in PGH of 2023, Arcade Comedy Theater—where comedy titans, Select Start (City Paper’s Best Comedy Act) and The Latchkey Kids (Pittsburgh Magazine’s Best Improv Team), will join forces to celebrate their 2023 victories!', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'These two Arcade-born award-winning teams will deliver an electrifying blend of fast-paced short-form improv and 90s nostalgia-inspired comedy. Join us for an unforgettable night in the Winners Circle to see why the city agrees that these teams are the best of the best in Pittsburgh.', 'event_name': ""Select Start: Winner's Circle""}",Select Start: Winner's Circle at Arcade Comedy Theater celebrates the 2023 victories of comedy titans and improv teams.
"{'date': 'Jan 26, 2024 | 7:00 pm - 10:00 pm', 'description': '', 'category': 'Sports + Recreation', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Penguins vs. Panthers'}","Penguins vs. Panthers hockey game scheduled for January 26, 2024 at PPG Paints Arena in Pittsburgh, PA."
"{'date': 'Feb 14, 2024 | 7:30 pm - 10:30 pm', 'description': '', 'category': 'Sports + Recreation', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Penguins vs. Panthers'}","Penguins vs. Panthers hockey game scheduled for February 14, 2024 at PPG Paints Arena in Pittsburgh, PA."
"{'date': 'Jan 26, 2024 - Jan 27, 2024', 'description': ""Join thousands of craft beer fans for the Winter Pittsburgh Beerfest! Choose from hundreds of craft beers and enjoy the live music and socializing with friends and family. This is an event that beer-lovers don't want to miss!"", 'category': 'Community', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pittsburgh Beerfest 2024'}","Winter Pittsburgh Beerfest, a community event featuring hundreds of craft beers and live music, is an annual gathering for beer enthusiasts."
"{'date': 'Jan 25, 2024 | 8:00 pm - 9:00 pm', 'description': 'Do you dance On1 Salsa and want to apply those skills to learn On2 timing? Learn the basics and a fun intro pattern on2 with Rachel and Vincent.', 'category': 'Arts + Culture,, Nightlife,, Workshops & Classes', 'venue': 'CrossBody Dance & Movement 422 Wood Street Pittsburgh, PA 15222', 'more_details': '$10 for just the class $15 for the class and social', 'event_name': 'Intro to Salsa on2'}","Intro to Salsa on2 workshop on January 25, 2024, taught by Rachel and Vincent, focusing on basic salsa and a fun introductory pattern on2."
"{'date': 'Jan 25, 2024 | 7:30 pm - 9:00 pm', 'description': 'Join the Well Known Strangers as they host the Pittsburgh Improv Jam, a now-monthly jam presented at the Arcade Comedy Theater and open to all performers!', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Each month, performers can sign up to be randomly placed on an improv ensemble team that will exist for just one night only. As an audience member, youâ€™ll see the cutting edge of improv comedy, all inspired by a few suggestions.', 'event_name': 'Pgh Improv Jam with Well Known Strangers'}","Pittsburgh Improv Jam with Well Known Strangers is a monthly improv comedy event at the Arcade Comedy Theater, featuring random teams and audience participation."
"{'date': 'Jan 25, 2024 | 6:00 pm - 8:00 pm', 'description': 'We’ve got the music, the stage, and the microphones – the only thing missing is YOU!', 'category': 'Arts + Culture,, Entertainment,, Free event,, Music', 'venue': 'Greer Cabaret Theater 655 Penn Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pittsburgh CLO presents SHOW TUNES LIVE!'}","Pittsburgh CLO presents SHOW TUNES LIVE! is a free music event at Greer Cabaret Theater in Pittsburgh, PA, scheduled for January 25 from 6:00 pm to 8:00 pm."
"{'date': 'Jan 25, 2024 | 5:00 pm - 8:00 pm', 'description': 'Listen to Michael Lindner live at Revel!', 'category': 'Music', 'venue': 'Revel 242 Forbes Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Michael Lindner'}","Michael Lindner's live music event at Revel from Jan 25, 2024, 5:00 pm to 8:00 pm."
"{'date': 'Mar 21, 2024 | 5:00 pm - 8:00 pm', 'description': '', 'category': 'Music', 'venue': 'Revel 242 Forbes Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Michael Lindner'}","A music event called ""Michael Lindner"" scheduled for March 21, 2024, from 5:00 pm to 8:00 pm at Revel 242 Forbes Ave, Pittsburgh, PA."
"{'date': 'Jan 25, 2024 | 5:30 pm - 9:30 pm', 'description': ""Celebrate Pittsburgh's top communicators and most creative minds!"", 'category': 'Community', 'venue': 'Fairmont Pittsburgh 510 Market St Pittsburgh, PA 15222', 'more_details': ""Josh Taylor of KDKA will emcee this year’s awards ceremony as we honor the best public relations, marketing, and communications campaigns, tactics, and individual practitioners for their most innovative and creative projects over the past year. Attendees will have the opportunity to network with some of the most influential PR professionals and employers in the greater Pittsburgh region while recognizing outstanding work in the industry. Schedule of Events: Organizer's note: If purchasing a group ticket package, please include the name of each attendee in the space provided."", 'event_name': '2024 PRSA Pittsburgh Renaissance Awards'}",The 2024 PRSA Pittsburgh Renaissance Awards celebrate top communicators and creative minds in the Pittsburgh region.
"{'date': 'Jan 24, 2024 | 6:30 pm - 9:00 pm', 'description': 'Join the Pittsburgh Poetry Collective for an in-person slam!', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Greer Cabaret Theater 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Poets slamming at the Lounge at the Greer Cabaret may read poems on any subject or in any style they choose. Flex those SportsPoetTelling muscles within the parameters of time. Guests can enjoy the entertainment for free while enjoying food and drink and the venue. Cash prize for first place! A $5 donation is encouraged.', 'event_name': 'Pittsburgh Poetry Collective presents Poetry Slam'}",Pittsburgh Poetry Collective hosts a slam poetry event at the Greer Cabaret Theater.
"{'date': 'Jan 24, 2024 | 8:00 pm - 10:00 pm', 'description': 'Following last year’s fan-frenzy that led to a spectacular run of sold-out shows, Dancing with the Stars is back on tour this to heat up this winter with a dazzling, sexy, high energy, brand-new live production!', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': 'This year’s all-new stage show will feature your favorite professional dancers from the hit television series performing glittering new numbers as well as some of the unbelievable showstoppers featured in season 32. Audiences at Dancing with the Stars: Live! will have the opportunity to experience the breathless excitement, the athleticism, and the artistry they see in the TV show’s famed ballroom live, up-close, and personal. The tour delivers an unforgettable night of electrifying dance performances from world-renowned dancers who topped the leaderboard, including Brandon Armstrong, Rylee Arnold, Alan Bersten, Daniella Karagach, Pasha Pashkov, Gleb Savchenko, Emma Slater, and Britt Stewart.', 'event_name': 'Dancing With the Stars'}",Dancing with the Stars returns to Pittsburgh for a live tour featuring top professional dancers from the hit TV show.
"{'date': 'Jan 24, 2024 | 6:00 pm - 8:00 pm', 'description': ""Representatives from Pittsburgh's sports teams, SportsPITTSBURGH, and the world of esports will share stories and offer career advice."", 'category': 'Community,, Workshops & Classes', 'venue': 'Point Park University 201 Wood Street Pittsburgh, PA 15222', 'more_details': 'Schedule: 6 :00 p.m. - Networking opportunities 6 :30 p.m. - Marketing panel discussion 7 :30 p.m. - More networking Presented by the Pittsburgh chapter of the American Marketing Association, in association withÂ The Pittsburgh Center for Sports Media and Marketing at Point Park University', 'event_name': 'Marketing in Sports - An AMA Pittsburgh Panel Discussion'}","A panel discussion on marketing in sports featuring representatives from Pittsburgh's sports teams and esports, presented by the Pittsburgh chapter of the American Marketing Association."
"{'date': 'Jan 24, 2024 | 8:00 pm - 9:30 pm', 'description': 'Former Ambassador to Ukraine Marie Yovanovitch joins the Pittsburgh Speaker Series at Heinz Hall.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Heinz Hall for the Performing Arts 600 Penn Avenue Pittsburgh, PA 15222', 'more_details': 'Known for her efforts to battle corruption and defend human rights, Marie Yovanovitch is a career diplomat who served as US Ambassador to Ukraine. An expert on Eastern European affairs, she is now fellow at Carnegie Endowment for International Peace and Georgetownâ€™s Institute for the Study of Diplomacy.', 'event_name': 'Maria Yovanovitch: Pittsburgh Speakers Series'}",Former Ambassador Marie Yovanovitch speaks at Pittsburgh Speaker Series at Heinz Hall.
"{'date': 'Jan 23, 2024 | 5:00 pm - 7:00 pm', 'description': 'Celebrating Wes, Kenny & Grant', 'category': 'Free event,, Music', 'venue': 'Greer Cabaret Theater 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Mark Strickland started playing guitar around 1964, taking guitar lessons downtown Pittsburgh in the Werner building, located where the Greer Cabaret Theater is now. He began playing in some rock ‘n roll bands in the 60s and 70s before pursuing jazz in the late 60s after seeing some of the players coming to Pittsburgh’s Hurricane and Crawford Grill. He eventually played with artists such as Grady Tate, Gerald Wilson, Gene Ludwig, Pete Henderson, Roger Humphries, Spencer Bey, Rabbit Barnes, Dwayne Dolphin, and Tania Grubbs, to name a few. He’s also played on a few CDs with Michelle Bensen, Jessica Lee, and Gene Ludwig. Currently, Strickland plays at venues throughout Pittsburgh.', 'event_name': 'Marck Strickland Trio feat. Dave Brahm and David Hanson'}","A free music event celebrating Wes, Kenny, and Grant featuring Mark Strickland, Dave Brahm, and David Hanson."
"{'date': 'Jan 21, 2024 | 5:30 pm - 9:00 pm', 'description': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline!', 'category': 'Entertainment,, Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","A Captain's Dinner Cruise & Tour is an entertainment event offering a fun dinner, music, dancing, and views of the Pittsburgh skyline."
"{'date': 'Feb 17, 2024 | 5:30 pm - 9:00 pm', 'description': 'Join the Gateway Clipper Captain’s Dinner Cruise & Tour in Pittsburgh, PA!', 'category': 'Entertainment,, Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","Captain's Dinner Cruise & Tour on Gateway Clipper in Pittsburgh, PA."
"{'date': 'Mar 9, 2024 | 6:30 pm - 9:00 pm', 'description': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh!', 'category': 'Entertainment,, Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","A Captain's Dinner Cruise & Tour is an entertainment event offering a fun dinner, music, dancing, and views of the Pittsburgh skyline."
"{'date': 'Apr 6, 2024 - May 11, 2024 | 5:30 pm - 9:00 pm', 'description': 'Join the Gateway Clipper Captain’s Dinner Cruise & Tour in Pittsburgh, PA!', 'category': 'Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Looking for a fun and unique evening out in Pittsburgh? Come aboard our Captain’s Dinner Cruise & Tour for a fabulous dinner, music and dancing and fabulous views of the city skyline! Bring a date, a group of friends, or the whole family and just have fun out on the water in Pittsburgh! CAPTAIN’S DINNER CRUISE & TOUR TRIP DETAILS:', 'event_name': ""Captain's Dinner Cruise & Tour""}","A Captain's Dinner Cruise & Tour on the Gateway Clipper in Pittsburgh, PA, from April 6 to May 11, 2024."
