text,contextual_chunk
"{'date': 'May 16, 2024 | 6:00 pm - 9:00 pm', 'description': 'Join the Rivers Club for their May tasting that features two extraordinary wineries, Luna Nuda from Italy, and Tobias Winery located in Napa Valley.', 'category': '', 'venue': 'Rivers Club 301 Grant St Ste 411 Pittsburgh, PA 15219', 'more_details': 'Tickets are $25+ and reservations are required! Learn more above.', 'event_name': 'Wine Tasting'}",Wine Tasting at Rivers Club featuring Luna Nuda and Tobias Winery.
"{'date': 'May 16, 2024 | 5:30 pm - 9:30 pm', 'description': 'THE iconic IDLCPA fundraiser returns after a pandemic hiatus for our 14th Pure Party!', 'category': 'Community', 'venue': 'Roost 250 Forbes Ave Suite #201 Pittsburgh, PA 15222', 'more_details': 'It\'s been a long 5 years, come see all your industry friends in one room and support the IDLCPA! Multiple sponsorship levels are available along with individual tickets and Rep ticket bundles. Heavy Hors d\'oeuvres and 1 drink ticket included with each ticket. DJ, Raffle, 50/50, selfie stations! Come dressed to impress with the theme ""Pure Gilt"" and enter to win a fabulous prize! The event space is located in the Hilton Garden Inn off of Market Square. A parking garage is attached to the hotel. Room block available until April 16th - use code PGE24 for a special rate.', 'event_name': 'Pure Gilt'}","The 14th Pure Party fundraiser returns as an iconic IDLCPA event, featuring heavy hors d'oeuvres, a DJ, raffle, and selfie stations, with multiple sponsorship levels and individual tickets available."
"{'date': 'May 16, 2024 | 5:30 pm - 9:00 pm', 'description': 'Join The Warhol Academy for an enlightening discussion on artists’ journeys, including their international and local impact, and The Warhol’s 30th Anniversary.', 'category': 'Arts + Culture,, Workshops & Classes', 'venue': 'The Pop District HQ 106 Isabella St Pittsburgh, PA 15222', 'more_details': 'The panel features: Network, enjoy refreshments from Mi Empanada and Dancing Gnome, and connect with fellow enthusiasts. Space is limited and registration is required.   Co-presented with The Warhol Academy', 'event_name': 'The Network Factory VI: Beyond the Art'}","The Network Factory VI: Beyond the Art is a panel discussion featuring artists' journeys and The Warhol's 30th Anniversary, co-presented by The Warhol Academy, held at The Pop District HQ in Pittsburgh."
"{'date': 'May 16, 2024 | 6:30 pm - 10:00 pm', 'description': '', 'category': 'Community', 'venue': 'Heinz History Center 1212 Smallman Street Pittsburgh, PA 15222', 'more_details': 'Since 1992, the Heinz History Center has honored exceptional individuals whose accomplishments, while rooted here in Western Pa., transcend geographic bounds. History Makers profoundly contribute to the innovative history and collective heritage of our region and represent a commitment to excellence that has defined our community. The History Center is proud to celebrate such individuals and to share their remarkable stories. Funding raised from the Award Dinner helps to preserve our regional history for future generations and provide a space where experiences and learning moments for all ages help make memories that last a lifetime. The History Center tells the stories of Western Pennsylvanians whose hard work, innovation, enterprise, creativity, and courage improved the world and still serves to guide and inspire us today. Like our History Makers, we are encouraged (but not surprised) by stories of Pittsburgh’s can-do spirit and kindness. After all—we are home to “Mister Rogers’ Neighborhood.”', 'event_name': '31st Annual History Makers Award Dinner'}",The 31st Annual History Makers Award Dinner celebrates exceptional individuals from Western Pennsylvania who have made significant contributions to the region's history and collective heritage.
"{'date': 'May 15, 2024 | 5:00 pm - 8:00 pm', 'description': 'Enjoy a variety of live music genres every Wednesday in the Hearth!', 'category': 'Entertainment,, Music', 'venue': 'Rivers Club 301 Grant St Ste 411 Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Live Music with Jim Graff'}","Live Music with Jim Graff, a weekly event, features various live music genres at the Rivers Club in Pittsburgh."
"{'date': 'May 15, 2024 | 8:00 pm - 11:00 pm', 'description': 'Hope Tour', 'category': 'Music', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'NF'}","Hope Tour, a music event, takes place at PPG Paints Arena in Pittsburgh from May 15, 2024, from 8:00 pm to 11:00 pm."
"{'date': 'May 15, 2024 | 3:30 pm - 4:30 pm', 'description': 'In this Teen Time program teens will be able to create their own one-of-a-kind string art pieces to take home.', 'category': 'Arts + Culture,, Family,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This program is part of Remake Learning Days 2024.', 'event_name': 'Teen Time: String Art'}",Teen Time: String Art is a free workshop at Carnegie Library Pittsburgh where teens can create unique string art pieces to take home.
"{'date': 'May 15, 2024 | 5:30 pm - 8:30 pm', 'description': '“A Seat at the Table” Culinary Series is a tantalizing culinary experience that promises to engage the palate, intellect, and spirit. Join us for an exclusive culinary experience curated and hosted by Chef Eric Adjepong.', 'category': 'Arts + Culture,, Community', 'venue': 'August Wilson African American Cultural Center 980 Liberty Ave Pittsburgh, PA 15222', 'more_details': ' This event is currently sold out! Names can be added to the waitlist by emailing the Director of Ticketing & Guest Services at asarnacki@awaacc.org . “A Seat at the Table” Culinary Series is a tantalizing culinary experience that promises to engage the palate, intellect, and spirit. Join us for an exclusive culinary experience curated and hosted by Chef Eric Adjepong. Enjoy crafted cocktails followed by a plated dinner, Q&A with the chef and book signing. First generation Ghanaian American, Chef Eric Adjepong was born and raised in New York City. Well known for infusing West African flavors into his dishes, Eric pulls from the family meals he grew up eating. After graduating with degrees in Culinary Arts & Nutrition from Johnson & Wales, one of the country’s premiere culinary universities, Eric went on obtain his Master of Public Health in International Public Health & Nutrition from the University of Westminster in London. From there, he cooked in several Michelin-starred restaurants before taking his talents to Top Chef. Now, Eric can be found hosting Alex Vs America on Food Network. He also appears as judge on shows like Chopped, Guy’s Grocery Games, Supermarket Stakeout, and competitor on the network’s top show Tournament of Champions. He has partnered with brands such as AYO Foods, Bowery, and works with charitable organizations like Save the Children. Eric has also paired up with Penguin Workshop to write a kid’s book, Sankofa: A Culinary Story of Resilience and Belonging, that explores the culinary storylines of the African diaspora, which released in October 2023. In his “down time,” Eric is penning his first cookbook with Clarkson Potter. Off set and behind the scenes, Eric’s most treasure title is ‘dad.’ You can catch him at home, making pancakes with his daughter, Lennox, on Sundays. ', 'event_name': 'A Seat at the Table: Chef Eric Adjepong'}","""A Seat at the Table"" Culinary Series features Chef Eric Adjepong's exclusive culinary experience at the August Wilson African American Cultural Center."
"{'date': 'May 14, 2024 | 7:30 pm - 9:30 pm', 'description': 'Burt Lancaster and Deborah Kerr make waves in this landmark blockbuster about raging passions and stormy personal dramas on a Hawaiian military base in the lead-up to the attack on Pearl Harbor.', 'category': 'Film & Movies', 'venue': 'Harris Theater', 'more_details': 'Celebrating 100 Years of Columbia Pictures Burt Lancaster and Deborah Kerr make waves in this landmark blockbuster about raging passions and stormy personal dramas on a Hawaiian military base in the lead-up to the attack on Pearl Harbor. Montgomery Clift, Frank Sinatra, and Donna Reed costar as the lovers and reluctant fighters whose romantic and moral crises are soon to be swept up in the tide of history. As December 1941 draws near, Private Prewitt (Clift) is a soldier and former boxer being manipulated by his superior and peers. His friend Maggio (Sinatra) tries to help him but has his own troubles. Sergeant Warden (Lancaster) and Karen Holmes (Kerr) tread on dangerous ground as lovers in an illicit affair. Each of their lives will be changed when their stories culminate in the Japanese attack on their base. Adapted from the bestselling novel by James Jones, this pop culture touchstone was a critical and box-office smash that took home eight Academy Awards, including Best Picture. Directed by Fred Zinneman 1953 | USA | English language | DCP Rated NR', 'event_name': 'From Here to Eternity (1953)'}","A film about Burt Lancaster and Deborah Kerr's tumultuous romance and personal dramas on a Hawaiian military base leading up to the Pearl Harbor attack, adapted from James Jones' novel and starring Fred Zinneman."
"{'date': 'May 14, 2024 | 5:00 pm - 7:00 pm', 'description': 'A glimpse of gospel, jazz, and soul from the great legends inspires the sound of pianist Theron Brown’s music. But he plays to encourage and influence people through his talents.', 'category': 'Free event,, Music', 'venue': 'Lounge at the Greer Cabaret 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'BNY Mellon presents JazzLive is presented by the Pittsburgh Cultural Trust in partnership with MCG Jazz Originally from Zanesville, Ohio, Theron currently resides in Akron, Ohio, where he is the program coordinator for Curated Storefront’s Artist Residency Program at the ‘I Promise School.’ Theron also serves as an educator for the interactive piano learning app Playground Sessions. Theron is heavily involved in the music community as the founder and artistic director of the Rubber City Jazz & Blues Festival, which takes place annually in Akron, Ohio’s downtown historic district. Theron performs and tours regularly with his trio, which includes Zaire Darden on drums and Jordan McBride on bass. Theron received a fantastic opportunity as he auditioned for and was cast as young Herbie Hancock in the 2016 film Miles Ahead, directed by and starring Don Cheadle. In 2019, Theron released his debut album, No Concepts. Theron is working on his second album, ""Spirit Fruit,” which reflects on essential and fundamental characteristics that bring positive vibes to people’s lives. This was inspired by Galatians 5:22-23.', 'event_name': 'Theron Brown'}","Theron Brown, a pianist and educator, performs gospel, jazz, and soul music to inspire and influence people through his talents."
"{'date': 'May 14, 2024 | 5:00 pm - 7:00 pm', 'description': 'Let’s get together and connect, learn, & network!', 'category': 'Workshops & Classes', 'venue': 'Koppers Building 436 Seventh Ave Pittsburgh, PA 15219', 'more_details': '5-6 PM ET - Connect and network with your peers (Small bites and beverages will be served.) 6-7 PM ET - Dawn Monroe will present Empowered by PowerPoint Small bites & beverages will be served for on-site attendees Empowered by PowerPoint Improve Your Presentation Design & Delivery presented by Dawn Monroe, MOSM, MCE, CVP, GenAIBIZ, Canvassador An intermediate level workshop designed to build presentation proficiency. We’ll cover PowerPoint Best Practices with Video and Audio, Animations, Transitions, Slide Masters and Templates. Create amazing graphics to wow your audiences with SmartArt. Includes universal design concepts and accessibility features like Dictate and Live Subtitles. • Embed Video & Audio • Generate Animations & Transitions • Create Content & SmartArt Graphics • Make Photo Album Slideshows • Understand Slide Masters & Templates • Manage Links & Alternate Text • Utilize Dictate & Live Subtitles • Rehearse with Coach to Present and Polish  Dawn Monroe brings a passion for empowering business professionals with a 30-year history in the technical training industry. As a Certified Microsoft Office Specialist Master (MOSM), Microsoft Certified Educator (MCE), Certified Virtual Presenter (CVP), General AI Business professional (GenAIBIZ), and an Empower Community Canvassador, she embodies excellence in both technical expertise and instructional design. Dawn is committed to serving individuals who are ready to learn. For more details and to explore the learning opportunities offered by Dawn Monroe, visit DawnMonroeTraining.com.', 'event_name': 'Social Connection & Empowered by PowerPoint | IAAP Pittsburgh Branch'}",Social Connection & Empowered by PowerPoint | IAAP Pittsburgh Branch
"{'date': 'May 13, 2024 | 12:30 pm - 1:30 pm', 'description': 'Mouse and keyboard are the fundamental skills needed to do virtually anything on a computer. Join us as we practice and learn the basics of navigating a computer using these tools.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Digital Skills: Mouse and Keyboard'}",A free event teaching basic computer navigation skills using a mouse and keyboard.
"{'date': 'May 4, 2024 | 3:00 pm - 4:00 pm', 'description': 'Mouse and keyboard are the fundamental skills needed to do virtually anything on a computer. Join us as we practice and learn the basics of navigating a computer using these tools.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Digital Skills: Mouse and Keyboard'}",A free event teaching basic computer navigation skills using a mouse and keyboard.
"{'date': 'Jun 11, 2024 | 12:30 pm - 1:30 pm', 'description': 'Join us as we practice and learn the basics of navigating a computer using these tools.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Digital Skills: Mouse and Keyboard'}","A free event to practice and learn basic computer navigation skills, including using a mouse and keyboard."
"{'date': 'May 12, 2024 | 1:30 pm - 4:30 pm', 'description': 'Moms & Kids Fanny Pack Night', 'category': 'Holidays,, Sports + Recreation', 'venue': 'PNC Park 115 Federal St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pirates vs. Cubs'}","Moms & Kids Fanny Pack Night is an event at PNC Park on May 12, 2024, featuring Pirates vs. Cubs baseball game."
"{'date': 'May 11, 2024 | 4:00 pm - 7:00 pm', 'description': 'Oneil Cruz T-Shirt Night', 'category': 'Sports + Recreation', 'venue': 'PNC Park 115 Federal St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pirates vs. Cubs'}","Oneil Cruz T-Shirt Night, a Sports + Recreation event at PNC Park, featuring Pirates vs. Cubs."
"{'date': 'May 10, 2024 | 6:30 pm - 9:30 pm', 'description': 'Miller Lite Happy Hour', 'category': 'Sports + Recreation', 'venue': 'PNC Park 115 Federal St Pittsburgh, PA 15222', 'more_details': 'Enjoy happy hour pregame at the Miller Lite Landing Bar and other locations for drink specials, games and more from the time gates open until first pitch!', 'event_name': 'Pirates vs. Cubs'}","Miller Lite Happy Hour at PNC Park featuring pregame drinks, games, and specials from gates opening until first pitch of Pirates vs. Cubs game."
"{'date': 'May 12, 2024 | 10:00 am - 2:00 pm', 'description': 'Treat your mom to a day that’s as wonderful as she is with a special Mother’s Day Brunch at the Club.', 'category': 'Family,, Holidays', 'venue': 'Rivers Club 301 Grant St Ste 411 Pittsburgh, PA 15219', 'more_details': 'Reservations Required. Learn more', 'event_name': ""Mother's Day Brunch""}","A Mother's Day Brunch at the Club from May 12, 2024, from 10:00 am to 2:00 pm, reservations required."
"{'date': 'May 12, 2024 | 11:00 am - 2:00 pm', 'description': 'Celebrate Mother’s Day at the National Aviary!', 'category': 'Family', 'venue': 'National Aviary 700 Arch Street Pittsburgh, PA 15212', 'more_details': ""Mother's Day Brunch | Sunday, May 12 Seatings at 11 am and 12:30 pm | Brunch includes National Aviary Admission  Enjoy an indulgent brunch full of pastries, fruits, and delicious entrees carefully crafted by Atriaâ€™s Specialty Catering, while overlooking the gorgeous views of Lake Elizabeth. Add-on a refreshing cocktail, too! Make a day of it and stroll the free-flight habitats and check out our beautiful birds; brunch includes admission!"", 'event_name': ""Mother's Day Brunch""}",Celebrate Mother's Day at the National Aviary with brunch and bird viewing.
"{'date': 'May 12, 2024 | 11:00 am - 1:30 pm', 'description': 'Treat the extraordinary mothers in your life to a delightful brunch filled with love, laughter, and delicious food!', 'category': 'Holidays', 'venue': 'Cafe Momentum 268 Forbes Ave Pittsburgh, PA 15222', 'more_details': 'Sweeten up with Bananas Foster French Toast, or go savory with a Roast Beef and Ham Carving Station with Rosemary Jus—and much, much more.   The Mother’s Day Brunch is buffet style, so you can taste it all. Your heart and your stomach will both leave full as we honor these special women AND support Café Momentum’s justice-impacted youth.   Tickets are $40. Children twelve and under eat for $12. Children under five eat for FREE. Join us anytime between11am-1:30pm. Plus, mimosas are on us. Give a toast to mom!   Learn more and register: https://www.eventbrite.com/e/mothers-day-brunch-at-cafe-momentum-tickets-885151230157?aff=oddtdtcreator', 'event_name': ""Mother's Day Brunch""}",A Mother's Day brunch event at Cafe Momentum featuring various dishes and a support for justice-impacted youth.
"{'date': 'May 12, 2024 | 10:00 am - 2:00 pm', 'description': 'And what a dazzling brunch it will be.', 'category': 'Holidays', 'venue': ""Eddie V's 501 Grant St Pittsburgh, PA 15219"", 'more_details': 'Our prix fixe menu features two impressive courses. For extra sparkle, enjoy specialty brunch cocktails. SERVING 10AM — 2PM MAY 12 ADULTS 55 | CHILDREN 17 Full dinner menu available all day', 'event_name': ""Mother's Day Brunch""}","Mother's Day Brunch at Eddie V's from 10 AM to 2 PM on May 12, featuring a prix fixe menu with two courses and specialty brunch cocktails."
"{'date': 'May 12, 2024 | 6:00 pm - 10:30 pm', 'description': 'Featuring Veil of Maya and Sleep Theory', 'category': 'Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Nothing More'}","Nothing More concert featuring Veil of Maya and Sleep Theory on May 12, 2024 at Stage AE in Pittsburgh."
"{'date': 'May 12, 2024 | 11:00 am - 8:00 pm', 'description': ""Join us on Mother's Day and treat your mom to a delicious meal!"", 'category': 'Holidays', 'venue': ""Bae Bae's Kitchen 951 Liberty Ave Pittsburgh, PA 15222"", 'more_details': '', 'event_name': ""Mother's Day at Bae Bae's""}","Mother's Day celebration at Bae Bae's Kitchen from May 12, 2024, 11:00 am to 8:00 pm."
"{'date': 'May 12, 2024 | 10:00 am - 2:00 pm', 'description': 'Celebrate Mother’s Day at Eddie Merlot’s.', 'category': 'Holidays', 'venue': ""Eddie Merlot's 444 Liberty Ave Pittsburgh, PA 15222"", 'more_details': 'Join us for a special brunch buffet on Sunday, May 12 and indulge in traditional brunch treats, Eddie Merlotâ€™s classic dishes and our famous desserts, paired perfectly with mimosas and bloody marys. Sunday May 12, 2024 10am-2pm $74 per person* | $19 Children Aged 10 & Under', 'event_name': ""Mother's Day at Eddie Merlot's""}","Mother's Day celebration at Eddie Merlot's from 10am to 2pm on May 12, 2024."
"{'date': 'May 12, 2024 | 10:00 am - 2:00 pm', 'description': '', 'category': 'Holidays', 'venue': ""Braddock's Rebellion 107 6th St Pittsburgh, PA 15222"", 'more_details': '', 'event_name': ""Braddock's Rebellion Mother's Day Brunch""}","Mother's Day brunch event at Braddock's Rebellion in Pittsburgh, PA."
"{'date': 'May 11, 2024 | 7:30 pm - 9:30 pm', 'description': 'Titanic - you think you know the story, but think again.', 'category': 'Film & Movies', 'venue': 'Harris Theater 809 Liberty Ave Pittsburgh, PA 15222', 'more_details': '“UNSINKABLE: Titanic Untold” is the never been told story of the aftermath of the Titanic disaster. When the RMS Carpathia arrives in New York carrying survivors of the Titanic, passengers, and crew alike, they find Senator William Alden Smith (R-MI), (Cotter Smith; Mindhunter , X-2 ), has hastily convened in New York to ensure the testimony of all key witnesses. What ensues over days and weeks in New York and later Washington, DC, is a period drama not to be missed.Embark on a journey through a story never told in “UNSINKABLE: Titanic Untold,” as Senator Smith and investigative journalist Alaine Ricard delve into the tragedy of Titanic, unraveling a tale of rushed investigations, political interference, and the pursuit of corporate accountability intricately woven with heart-wrenching flashbacks to the heroism and sacrifice on Titanic’s deck during that fateful night in April 1912. Shot entirely in Pittsburgh, the exhilarating true-life account stars Cotter Smith, Karen Allen ( Raiders of the Lost Ark ), Fiona Dourif ( The Blacklist ), Jayne Wisener ( Jane Eyre ), and many recognizable Pittsburgh-based actors. Directed by Cody Hartman 2024 | USA | English language | DCP Rated PG', 'event_name': 'UNSINKABLE: Titanic Untold'}","A documentary exploring the aftermath of the Titanic disaster, featuring interviews with Senator Smith and investigative journalist Alaine Ricard, and starring recognizable Pittsburgh-based actors."
"{'date': 'May 11, 2024 | 10:00 am - 12:00 pm', 'description': ""Celebrate Mother's Day by dancing with your loved ones!"", 'category': 'Community,, Family', 'venue': 'Trust Arts Education Center 807 Liberty Avenue Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Mommy & Me Dance Party'}",A dance party celebrating Mother's Day at Trust Arts Education Center.
"{'date': 'May 11, 2024 | 10:00 am - 3:00 pm', 'description': 'This year, You Rock Science will focus on the fields of health and medical advancement as we showcase the breadth of medical practice and research happening right here in Pittsburgh.', 'category': 'Community,, Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'Through on-site, hands-on demonstrations and LIVE presentations at this career-focused event, museum visitors can engage with a diverse group of STEM professionals including: scientists, doctors, nurses, technicians, researchers, and more. Visitors will have the opportunity to connect with role models from underrepresented and historically excluded populations, as we empower our audiences with the knowledge that STEM rocks — and that it is for, by, and about everybody! This event is included with general admission and is family-friendly. This event centers and uplifts those often left out of and dissuaded from STEM (Science, Technology, Engineering and Math): black, indigenous, and people of color; girls/femmes; transgender, gender non-conforming and non-binary children and adults; neurodiverse and disabled populations.', 'event_name': 'You Rock Science'}","You Rock Science is an event showcasing health and medical advancements in Pittsburgh, featuring hands-on demonstrations and live presentations by STEM professionals, with a focus on empowering underrepresented groups in STEM."
"{'date': 'May 11, 2024 | 9:00 am - 12:00 pm', 'description': 'For Early Childhood and K12 Educators: Allies are key to ensuring a positive learning experience for children of all races, ethnicities, and nationalities.', 'category': 'Arts + Culture,, Workshops & Classes', 'venue': 'Trust Arts Education Center 807 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'This workshop will teach us to explore our biases as educators, the things that we have been taught & how it affects the world through the view of a black & brown child. Participants will engage in discussion and practice around several topics, including personal background, racial childhood trauma, microaggressions, and criminalization of Black children in education to help them understand how to be better allies and advocates to BIPOC (Black, Indigenous, People of Color)Â children in their classrooms. Breakfast provided and Act 48 credits available.', 'event_name': 'What is an Ally?'}",Workshop on exploring biases and becoming better allies for BIPOC children in education.
"{'event_name': '2024 ""The Way Home"" Homebuyers Workshop', 'date': 'May 11, 2024', 'description': 'Dollar Bank offers comprehensive workshops designed to provide valuable information about our financial services.'}","Dollar Bank hosts a ""The Way Home"" Homebuyers Workshop on May 11, 2024, offering financial service information."
"{'date': 'May 11, 2024 | 10:00 am - 11:30 am', 'description': 'Build parachute landers and Mars rovers while learning the importance of engineering design and teamwork in space exploration.', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': '', 'event_name': 'Preschool Adventures - Incoming Landing!'}",Preschoolers learn about engineering design and teamwork through parachute landers and Mars rover projects at Carnegie Science Center.
"{'date': 'May 11, 2024 | 10:00 am - 2:00 pm', 'description': 'Take a car-free journey from Market Square in the heart of Downtown, through the newly renovated Armstrong Tunnel, across the 10th St Bridge, and into the bustling East Carson business district in the South Side.', 'category': 'Community,, Free event,, Outdoor,, Sports + Recreation', 'venue': 'Downtown Pittsburgh & South Side', 'more_details': '', 'event_name': 'OpenStreetsPGH: Downtown to South Side'}","OpenStreetsPGH: Downtown to South Side is a car-free event taking place from May 11, 2024, from Market Square in Downtown to the East Carson business district in the South Side."
"{'date': 'May 10, 2024 - May 16, 2024', 'description': 'Drew is approaching the end of his twenties and, with it, his relative youth.', 'category': 'Film & Movies', 'venue': 'Harris Theater 809 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Looking to make a sudden change, he decides to quit his cushy desk job and “embrace life.” Cycling quickly through friends, hobbies, and goals, it’s not long until Drew realizes he has no idea what to do with his newfound freedom. Led by Colin Burgess and featuring a wide ensemble of New York City’s funniest performers, Ryan Martin Brown’s debut feature is an uproarious comedy — filmed on location in the midst of America’s “Great Resignation” — about the search for meaning in the modern world. Directed by Ryan Martin Brown 2024 | USA | English language | DCP Online sales end 15 minutes prior to showtime. Please visit the Harris Theater box office after this time to purchase tickets.', 'event_name': 'Free Time'}","Drew, in his late twenties, quits his cushy job to explore life, leading to a comedic adventure in New York City."
"{'date': 'May 10, 2024 | 10:00 pm - 11:00 pm', 'description': '“Come on Over” for this collection of pop hits set to flashy and fun laser display!', 'category': 'Entertainment,, Nightlife', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'We’ll get the party started with Pink, Christina Aguilera, Britney Spears, Mandy Moore, Jenniger Lopez, and Destiny’s Child. Practice your vocals for “Lady Marmalade” because these 2000 pop queens are taking over.', 'event_name': 'Laser Pop Rox - Queens of Pop Edition'}","""Come on Over"" features pop hits performed by famous artists with a flashy laser display at Carnegie Science Center."
"{'date': 'May 10, 2024 | 11:00 pm - 12:00 am', 'description': 'Hair toss, check your nails; Baby how you feelin’?', 'category': 'Entertainment,, Nightlife', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'Lizzo is a witty artist who blends hip-hop and soul with commentary on race, sexuality, and body positivity. The combination is working, she’s got a stack of Grammys to prove it. Experience hip-hop’s latest superstar in a remarkable way, Laser Lizzo will leave you feeling “Good as Hell”.', 'event_name': 'Laser Lizzo'}","Laser Lizzo, a hip-hop artist known for her commentary on race, sexuality, and body positivity, will perform at Carnegie Science Center in Pittsburgh."
"{'date': 'May 10, 2024 | 6:00 pm - 10:00 pm', 'description': 'Celebrate your place in the animal kingdom with a night of wild fun!', 'category': 'Entertainment,, Nightlife', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': '*Laser shows are available as add-on to 21+ ticket', 'event_name': '21+ Night: Wild Night Out'}",A 21+ night out at Carnegie Science Center featuring laser shows and wild fun.
"{'date': 'May 10, 2024 | 6:00 pm - 10:00 pm', 'description': ""Get ready to celebrate 80 years of Jack and Jill of America with our Sneaker Soirée in Pittsburgh - it's gonna be lit!"", 'category': 'Community', 'venue': 'August Wilson African American Cultural Center 980 Liberty Ave Pittsburgh, PA 15222', 'more_details': ""Welcome to the Jack and Jill of America, Pittsburgh Chapter 80th Sneaker Soirée ! Join us for a night of celebration at the August Wilson African American Cultural Center . Get ready to kick off your shoes and dance the night away with current members, Associates, Alumni, friends and family. This in-person event promises to be a memorable evening filled with tributes, music, laughter, and good vibes. Don't miss out on this special occasion to come together and create lasting memories. See you there!"", 'event_name': 'Jack and Jill of America, Pittsburgh Chapter 80th Sneaker Soirée'}","Jack and Jill of America, Pittsburgh Chapter 80th Sneaker Soirée at August Wilson African American Cultural Center on May 10, 2024."
"{'date': 'May 10, 2024 | 6:00 pm - 10:00 pm', 'description': '', 'category': 'Music,, Outdoor', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Social Distortion and Bad Religion'}","Social Distortion and Bad Religion's concert at Stage AE in Pittsburgh on May 10, 2024."
"{'date': 'May 10, 2024 - May 12, 2024', 'description': 'The Music of Webber, McCartney, and Elton John', 'category': 'Arts + Culture,, Music', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Sir Andrew Lloyd Webber, Sir Elton John and Sir Paul McCartney are not only Knights - they also happen to be three of the most successful songwriters of all time with careers spanning over SIX decades. Now relive some of the best hits all three of the legendary performers/composers created. Highlights include: ""Can you Feel the Love Tonight,"" The Phantom of the Opera,"" Circle of Life,"" and ""Memory.""', 'event_name': 'Music of the Knights'}","Sir Andrew Lloyd Webber, Sir Elton John, and Sir Paul McCartney perform their most successful songs at Heinz Hall."
"{'date': 'May 10, 2024 - May 11, 2024', 'description': 'Known internationally for presenting work of exceptional inventiveness and physical beauty, MOMIX is a company of dancer-illusionists under the direction of Moses Pendleton.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Byham Theater 101 6th St Pittsburgh, PA 15222', 'more_details': 'Seamlessly blending illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Pendleton’s newest creation, ALICE , inspired by Lewis Carroll’s classic Alice in Wonderland . “I don’t intend to retell the whole Alice story” Pendleton says, “but to use it as a taking off point for invention.” Join this dazzling company on a mind-bending adventure, as Alice encounters time-honored characters including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises. Filled with visual splendor and startling creative movement, Alice reveals that nothing in MOMIX’s world is as it seems!', 'event_name': 'MOMIX'}","MOMIX, a company of dancer-illusionists directed by Moses Pendleton, presents ""Alice,"" an immersive production blending illusion, acrobatics, magic, and whimsy based on Lewis Carroll's ""Alice in Wonderland."""
"{'date': 'May 10, 2024 | 5:00 pm - 8:00 pm', 'description': 'Meet new people, make some connections, and enjoy good company.', 'category': 'Community', 'venue': 'Emerald City Pittsburgh 213 Smithfield Street Pittsburgh, PA 15222', 'more_details': 'You are all invited to our monthly social hour!  Meet new people, make some connections, and enjoy good company.  This event is BYOB! Bring a friend and a bottle! ', 'event_name': 'BYOB Social Hour'}","BYOB Social Hour: Monthly Social Hour in Emerald City Pittsburgh, PA, invites attendees to meet new people, make connections, and enjoy good company."
"{'date': 'Jun 14, 2024 | 5:00 pm - 8:00 pm', 'description': 'You are all invited to our monthly social hour!', 'category': 'Community,, Free event', 'venue': 'Emerald City 213 Smithfield Street Pittsburgh, PA 15222', 'more_details': 'Meet new people, make some connections, and enjoy good company. This event is BYOB! Bring a friend and a bottle!', 'event_name': 'BYOB Social Hour'}","Monthly social hour at Emerald City 213 Smithfield Street, BYOB, invite to meet new people and enjoy good company."
